timestamp,flare_prob,target
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_07.00.00.jpg,0.3000156581401825,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_08.00.00.jpg,0.30602017045021057,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_09.00.00.jpg,0.3114158511161804,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_10.00.00.jpg,0.2987414598464966,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_11.00.00.jpg,0.30499130487442017,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_12.00.00.jpg,0.30328112840652466,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_13.00.00.jpg,0.2997855842113495,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_14.00.00.jpg,0.2961026728153229,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_15.00.00.jpg,0.29823246598243713,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_16.00.00.jpg,0.30739626288414,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_17.00.00.jpg,0.29215380549430847,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_18.00.00.jpg,0.3071132004261017,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_19.00.00.jpg,0.28808361291885376,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_20.00.00.jpg,0.2931895852088928,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_21.00.00.jpg,0.3023032546043396,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_22.00.00.jpg,0.2954419255256653,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/06/HMI.m2010.12.06_23.00.00.jpg,0.30010080337524414,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/07/HMI.m2010.12.07_00.00.00.jpg,0.2969864010810852,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/07/HMI.m2010.12.07_01.00.00.jpg,0.2989957630634308,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/07/HMI.m2010.12.07_02.00.00.jpg,0.27590876817703247,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/07/HMI.m2010.12.07_03.00.00.jpg,0.3005222678184509,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/07/HMI.m2010.12.07_04.00.00.jpg,0.29335296154022217,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/07/HMI.m2010.12.07_05.00.00.jpg,0.2997179925441742,0
/scratch/cpandey1/hmi_jpgs_512/2010/12/07/HMI.m2010.12.07_06.00.00.jpg,0.30368950963020325,0
